term,estimate,std.error,statistic,p.value
region_northeast,39.52478945409023,39.00947022201912,1.0132101058829617,0.3109631340025501
(Intercept),9534.992328798282,176.48789943630044,54.02632338677551,0
fico,-725.6059081573469,19.31155237722769,-37.57367061868035,4.5719894778510036e-306
fthb,205.94472161555703,36.17230675062947,5.693436225544924,1.249783654928298e-8
one_unit,-882.9146613218476,63.41556327991633,-13.92268105267254,5.244094837727311e-44
cltv,328.841408617948,10.076012844412693,32.63606484982755,5.7110085934642835e-232
dti,-111.86684486400877,9.005225100787587,-12.422437375188435,2.1422887599863596e-35
one_borrower,652.9283189278693,21.59085706344702,30.24096343230703,1.1441895247368452e-199
occupancy_i,1890.0827919680783,36.01391025410855,52.48202093668663,0
occupancy_s,867.5504951793879,51.715431705580784,16.77546655935133,4.829831178882317e-63
property_co,9.342310789582484,34.55149061005071,0.27038806791348363,0.7868624743870921
property_pu,-972.8776461872757,30.586773533943727,-31.80713536547498,1.6092498912271808e-220
purpose_c,966.1963756724782,31.16889697113423,30.99873494295549,1.2513784119913835e-209
purpose_n,514.970936832517,31.94683211213477,16.119624475595785,2.3371609420172592e-58
term_frm180,-596.4539899988558,396.99521706413367,-1.502421098192979,0.13299266681300645
term_frm240,-797.1279969693328,82.41513852682665,-9.672106499097403,4.082976981166215e-22
region_west,-1405.0855866133707,29.692836547722493,-47.320692462476906,0
region_south,-865.2605169494868,27.94201577016507,-30.966288333190473,3.37925516043956e-209
region_northeast,101.5492926743158,39.10955651784641,2.5965339859575494,0.009418824442615135
(Intercept),9381.179137678879,176.3860782439198,53.18548510787731,0
fico,-708.3646825807106,19.37373734088821,-36.56314061230247,4.3915198493084697e-290
fthb,265.1356484322044,36.126954778407644,7.338997988025015,2.17400250585369e-13
one_unit,-783.5880706219136,64.12890011467334,-12.218953844845698,2.6577407368708507e-34
cltv,311.14368027668235,10.06160456388348,30.92386291879773,1.2367319528954721e-208
dti,-113.41827397804994,9.015411086507951,-12.580488331562218,2.9455790190897637e-36
one_borrower,661.6558932012729,21.53490851075776,30.724806324147735,5.320192899256119e-206
occupancy_i,1969.4955191991278,35.79155176056893,55.02682678790403,0
occupancy_s,869.1582440518692,51.61535661105446,16.839140541086984,1.6569093394192755e-63
property_co,16.212806540221937,34.08788453864152,0.47561785542436175,0.6343480591918311
property_pu,-945.9017154055016,30.578246518511193,-30.933811552368766,9.124615425449007e-209
purpose_c,957.6994263859838,31.09945395458701,30.794734460111897,6.347695086404783e-207
purpose_n,536.2544656479226,31.913592537932992,16.803324947215586,3.02594417728936e-63
term_frm180,19.354851598647176,422.49905222231234,0.045810402406448375,0.9634614914634158
term_frm240,-989.2552310051485,81.61863626072005,-12.12045773277934,8.861513573234162e-34
region_west,-1350.6416163064869,29.568144957083355,-45.6789432771949,0
region_south,-808.6157354552715,27.844088869108685,-29.040840203335986,2.2037827892333865e-184
region_northeast,89.86633525357638,39.09884652169022,2.2984395512466773,0.021539564255003633
(Intercept),9520.200269535206,176.630412630313,53.89898674732171,0
fico,-719.3577226903536,19.279063916174866,-37.312896819996666,6.677466646753753e-302
fthb,257.19842008478685,36.17129853687458,7.110566401772601,1.1661124684969936e-12
one_unit,-763.8131914352384,64.24153995076018,-11.889708621877457,1.433672856028497e-32
cltv,315.86969183853074,9.963467334895752,31.702787917238222,4.2432572042775577e-219
dti,-122.76484855417452,9.007284882429376,-13.629506577909337,3.008334941201006e-42
one_borrower,655.3331107705851,21.541112715555162,30.422435434236377,4.952697013235208e-202
occupancy_i,1877.4815364548565,36.262970618723386,51.77406882064622,0
occupancy_s,863.4356674037235,51.3516732951583,16.81416810784105,2.521918024414747e-63
property_co,42.58713550013067,34.29555751730027,1.2417682808815034,0.21432601270222718
property_pu,-1003.49473306354,30.602530130185205,-32.79123421477265,3.81619792416751e-234
purpose_c,940.8102453264045,31.147336588222355,30.205158719161563,3.3359943425551034e-199
purpose_n,490.0312918211271,31.964918882083108,15.330284229058318,5.792378837119414e-53
term_frm180,-416.6770274956858,467.4286544093017,-0.8914238003278775,0.3727047584341028
term_frm240,-645.7240023595779,82.30020039548512,-7.845959053035324,4.353815618759433e-15
region_west,-1368.8326035108487,29.64306682556437,-46.17715877934596,0
region_south,-803.8676469885272,27.99863276333764,-28.710960773811028,2.74646386667031e-180
region_northeast,85.56170573913596,39.11310749189538,2.187545588313718,0.028705842983760752
(Intercept),9673.068180631926,175.40653280984733,55.146567380806694,0
fico,-705.6651969954505,19.23834136395607,-36.68014740176859,6.508847811372047e-292
fthb,245.33199025065386,35.991777159865464,6.8163344410851785,9.410679512030488e-12
one_unit,-884.2589333284094,63.93498521807758,-13.830595726459725,1.8881179266782218e-43
cltv,301.3200530239752,9.885893593209959,30.479799340641733,8.806829819312248e-203
dti,-126.36465201622732,8.955782712423298,-14.109838980454114,3.781833117778514e-45
one_borrower,638.2280434517832,21.486283054199077,29.703976338850932,9.37666379624171e-193
occupancy_i,1885.1123582836633,35.96420973716134,52.41634313837854,0
occupancy_s,954.3213362743114,50.800304200758255,18.785740583420896,1.5076691718770713e-78
property_co,23.357011672631202,34.46451813271074,0.6777118305467543,0.4979565470429206
property_pu,-944.100530666027,30.634551235807827,-30.818160951628226,3.110590158302238e-207
purpose_c,913.3794785484423,30.867149179098277,29.590665248961127,2.6030354943728297e-191
purpose_n,515.9162797683603,31.903773884390056,16.171011042075772,1.0192378287575383e-58
term_frm180,-535.8122384785996,425.5898069744902,-1.258987479722972,0.20803883380741692
term_frm240,-881.2296704506814,79.92654704008626,-11.025494070308211,3.0293491053245968e-28
region_west,-1382.4294431305243,29.5130563625522,-46.84128360506326,0
region_south,-835.6510651763733,27.826221427865722,-30.031065027734453,5.959855724250261e-197
region_northeast,141.02670473299548,38.999883621872925,3.6160801427084577,2.9929684523562157e-4
(Intercept),9367.157624394724,176.07360289507653,53.200238254775066,0
fico,-684.7592107861817,19.33320295520826,-35.418818722001326,1.715097371500072e-272
fthb,225.04127407791526,36.24518370172115,6.2088600772419005,5.365324908997212e-10
one_unit,-928.0246222865708,63.472862980211104,-14.620809251599388,2.4182258103617964e-48
cltv,317.9887546008483,10.002436409109256,31.791129840251198,2.660064998123501e-220
dti,-112.46528270371289,9.005619403882267,-12.488345072103513,9.393898044669378e-36
one_borrower,691.6226902390249,21.601294735548368,32.017649807853864,2.1178373411769136e-223
occupancy_i,1870.6850900994234,36.073425025896526,51.85770657364775,0
occupancy_s,894.8192135744777,50.96859392079608,17.556286033022694,7.353370070602234e-69
property_co,53.6209563558481,34.419046815832175,1.5578861507339412,0.11926452399630476
property_pu,-957.184610340313,30.734037021399168,-31.144122383722475,1.4415321060732558e-211
purpose_c,976.3317830550984,30.90811865699713,31.588198359464744,1.5241738285911192e-217
purpose_n,519.19122153016815,31.917724431391107,16.266548783770535,2.1636762392496756e-59
term_frm180,-75.52646519876699,375.5077389792057,-0.2011315809471223,0.8405962424587076
term_frm240,-925.2790356299548,82.44767210765681,-11.222621718436915,3.3345108598897865e-29
region_west,-1416.682233825101,29.699460708611696,-47.70060465826297,0
region_south,-877.276279979199,28.030470658431426,-31.29723687730226,1.2814375971581805e-213
region_northeast,60.04041677772185,38.96823092073578,1.5407529507779925,0.12338120891155024
(Intercept),9704.60358148565,177.09430315879132,54.799072631851026,0
fico,-732.9654427270342,19.43699766551216,-37.709807622581756,2.9850364770242345e-308
fthb,276.22095188266104,36.39918171948274,7.588658283897992,3.270088848517709e-14
one_unit,-762.9602095436895,63.09971951508753,-12.091340744569571,1.2627480681822806e-33
cltv,289.7477363150871,10.134511618386588,28.590202194786656,8.445689631345128e-179
dti,-87.99773136784479,8.994331032063553,-9.78368830924112,1.36551818965109e-22
one_borrower,627.3568568702068,21.655004448994454,28.970525420480254,1.6595319341206054e-183
occupancy_i,1912.3635648966283,36.218120006921275,52.801292958639934,0
occupancy_s,913.8893172553591,50.89281016077135,17.957140004027394,6.007395192120892e-72
property_co,-0.35447059585123647,34.396017869240815,-0.010305570755277094,0.9917775175872053
property_pu,-983.2061816394548,30.920668257073952,-31.79770157181255,2.1641425982042708e-220
purpose_c,935.0123921610348,31.277708387068916,29.893890581433876,3.473317326527698e-195
purpose_n,477.8824525867465,31.949264806517025,14.957541448317391,1.6494167450181893e-50
term_frm180,-907.5755097993261,450.3885582561392,-2.0150945070926545,0.04389836421572379
term_frm240,-832.4686918076038,81.77560992709094,-10.179914188959419,2.5297001602340957e-24
region_west,-1421.4245178165036,29.643487547903,-47.950650729591906,0
region_south,-762.1245849253127,28.035267582742815,-27.184494768098467,6.247231161523268e-162
region_northeast,104.41322437917924,39.207792216467254,2.6630732942755633,0.007744733454945519
(Intercept),9333.848534302666,176.7479284206557,52.808814325044516,0
fico,-682.5648271336347,19.372222472296556,-35.23420341211461,1.0515638040555384e-269
fthb,273.98085098616883,36.43253080747869,7.5202256037049,5.529777436450736e-14
one_unit,-922.8398824749746,63.42148294506831,-14.55090356802726,6.715876093061291e-48
cltv,318.0901890889046,10.152603612752845,31.330898085033727,4.52334795218319e-214
dti,-118.15967263634074,9.057010262213414,-13.046211632254911,7.374197734403777e-39
one_borrower,678.3481447548355,21.64890294358764,31.334065588564194,4.100911053479122e-214
occupancy_i,1975.0747928097953,36.19119263579852,54.57335470221973,0
occupancy_s,986.9062582658561,51.44016728540043,19.18551805615835,7.743931258351931e-82
property_co,-32.00303886619958,34.47317974664462,-0.9283460098952588,0.3532311490137203
property_pu,-925.1160310973105,30.784315284021996,-30.051538342237357,3.2438310745001487e-197
purpose_c,1013.3805120899302,31.240245510987005,32.438301796749016,3.2684994913311466e-229
purpose_n,552.1985662170694,32.136918373449525,17.1826856514431,4.813986970193709e-66
term_frm180,-291.1618534983716,482.6972792549806,-0.6031976271914471,0.5463790785104856
term_frm240,-856.5902830827722,81.39436638764744,-10.523950502952376,6.989415008432311e-26
region_west,-1433.3991555921727,29.79253707060356,-48.11269185283702,0
region_south,-842.4249242855705,28.142573304714325,-29.93418246313854,1.0543450219495573e-195
region_northeast,52.652691639988866,39.25094895097658,1.3414374186405205,0.17978260065400875
(Intercept),9620.027561559262,176.52044619540783,54.49809225447973,0
fico,-711.839608598014,19.260961034717482,-36.95763712490451,2.83891510610451e-296
fthb,275.36818245624914,36.21968167173119,7.602722325170767,2.9337560991474757e-14
one_unit,-884.9884457799756,64.09308089495858,-13.807862462258182,2.587133248780955e-43
cltv,302.0980936078078,10.005072390931693,30.194493533262264,4.587229971560949e-199
dti,-110.88826506122606,8.96975044636564,-12.362469360132057,4.518821995799521e-35
one_borrower,673.9605481054783,21.480808917804136,31.375007835336845,1.1538026808898667e-214
occupancy_i,1962.6156702645712,36.06026202614268,54.42599581893581,0
occupancy_s,986.7729659527548,50.92464509531129,19.377120137133925,1.9422060987516326e-83
property_co,41.5823529418367,34.345572227717525,1.2107049102614444,0.22601239457722574
property_pu,-958.3747388935773,30.512383521196487,-31.409369845781107,3.9752067835265795e-215
purpose_c,961.0010453360429,30.880291721661354,31.120206181923376,3.0083175071855764e-211
purpose_n,497.38290536953156,31.792556639889224,15.64463377397838,4.4323716757028624e-55
term_frm180,-144.98384463568792,454.0625842671575,-0.3193036591413653,0.7494971613803709
term_frm240,-756.8904359079355,80.49738009905055,-9.402671676725326,5.4652607709332055e-21
region_west,-1389.647836627772,29.51790226390867,-47.078136657660956,0
region_south,-835.1757482690714,27.88129175298725,-29.954700652619128,5.741923849613542e-196
region_northeast,136.3285970107215,38.87413872549279,3.5069226349526876,4.535899338111469e-4
(Intercept),9390.823962296627,175.75363706259014,53.431747525954904,0
fico,-674.8579752140671,19.253515253327144,-35.05115644258504,5.913119269017351e-267
fthb,280.5297716428718,36.05821080971148,7.779913793374277,7.350905969166038e-15
one_unit,-977.718936224104,62.885390332870195,-15.547632463577957,2.0145129356276428e-54
cltv,317.6230481963142,10.03016925730008,31.666768530864445,1.3097349974015524e-218
dti,-114.98943468137252,8.979277990799066,-12.80608917545492,1.6619433045443536e-37
one_borrower,642.8856558099515,21.481784009229745,29.927014233721593,1.3036053252353292e-195
occupancy_i,1920.5320632960136,35.74175978473759,53.73356194162878,0
occupancy_s,949.9564139940868,50.64531167795805,18.757045470163998,2.580974425015199e-78
property_co,45.61162162933711,34.28412169844601,1.330400761919024,0.18339037189731106
property_pu,-918.7460366196559,30.495995875927893,-30.12677599897208,3.457188653464376e-198
purpose_c,967.9168610384676,30.811558315968373,31.414083348612582,3.4343301337345105e-215
purpose_n,527.5400015759828,31.86466114460561,16.5556444859697,1.882157639042405e-61
term_frm180,-299.6021737765509,472.4377514018143,-0.6341622211340504,0.5259769240768182
term_frm240,-700.668653552172,78.96156566612319,-8.873540533819218,7.23966124283004e-19
region_west,-1454.7387164020884,29.605963296258427,-49.13667904823542,0
region_south,-872.4838483557974,27.957330545668302,-31.207695131357227,2.0341764092836336e-212
region_northeast,12.547746335732606,38.933116659477015,0.3222897988229324,0.7472340728787616
(Intercept),9381.743162872435,176.57441475580418,53.13195105784173,0
fico,-706.6785646014889,19.341558961203912,-36.536794475511186,1.131605640597262e-289
fthb,302.3083034111599,36.337705635388886,8.319410874327332,8.988781122022413e-17
one_unit,-903.1833537385218,64.1254225719319,-14.084637847421385,5.399395737456107e-45
cltv,319.81116428185163,9.993871158337022,32.00072916840246,3.61510194315942e-223
dti,-106.40646686529819,8.960342297812687,-11.875268078907332,1.7035222980232504e-32
one_borrower,693.2299607883416,21.5359702074739,32.18940006463053,9.161307894570003e-226
occupancy_i,1993.909429367306,35.83951371104602,55.6343884976533,0
occupancy_s,893.4100734331683,50.477652527113996,17.699120872415264,5.944261696970737e-70
property_co,85.01359699123263,34.253129236704766,2.481922057507501,0.013069791684232605
property_pu,-944.6906414541266,30.783526990865777,-30.688187280633546,1.6166662461725182e-205
purpose_c,942.7280263944524,30.962342155514378,30.447568264035638,2.324898604996387e-202
purpose_n,523.4810395961182,31.884310612730356,16.41813887571116,1.8163142368553006e-60
term_frm180,-1323.5450077229962,432.57412730570996,-3.0596952618657585,0.0022164170597531725
term_frm240,-884.0613959582558,82.25571526676586,-10.747719998435745,6.359792516536218e-27
region_west,-1353.5478712519543,29.624251444351266,-45.69053411508388,0
region_south,-790.1802324785056,27.921618012031924,-28.299944227372595,3.005096303755042e-175
region_northeast,156.45631242581547,39.03016906247504,4.008599403589005,6.113984897244524e-5
(Intercept),9456.395774647128,175.94828728521446,53.74531301528492,0
fico,-711.5499164446746,19.2470476203313,-36.969302018717954,1.8585007379129882e-296
fthb,191.14566287932314,36.18090037488155,5.283054343557057,1.2740682617872623e-7
one_unit,-828.442326356619,63.809942578823,-12.9829661785585,1.6844257623224705e-38
cltv,315.66870627912317,10.010644145400294,31.53330611838471,8.436343123117794e-217
dti,-113.93806351573971,8.965570946335912,-12.70840018976197,5.806853054401858e-37
one_borrower,659.9375711103655,21.523616494050355,30.661091331597927,3.6764147005148137e-205
occupancy_i,1930.2496997847772,36.14145153881133,53.40819523288748,0
occupancy_s,858.9481786526121,51.2091964732272,16.77331881396891,5.006957994735519e-63
property_co,50.10236678997116,34.31775326209395,1.4599547472506678,0.14430676517311083
property_pu,-946.241076747114,30.40865094136562,-31.117496089243453,3.2697388566465014e-211
purpose_c,958.5770715620192,30.988230616558084,30.933585186687566,9.187976409427286e-209
purpose_n,515.6272162386488,31.927126326534438,16.150129233839444,1.4284725088458242e-58
term_frm180,-773.5941327933782,417.1666118477661,-1.8544008816210846,0.06368581246914642
term_frm240,-774.4299889284723,80.79506084287208,-9.585115486633045,9.508793155957327e-22
region_west,-1378.5334386237678,29.4964572785251,-46.73555965066385,0
region_south,-796.6815020585149,27.949457142061615,-28.504364074376788,9.561420036517311e-178
region_northeast,165.34158916141044,38.97092980010929,4.242690385102045,2.2112482053381686e-5
(Intercept),9245.07011672466,175.82181063786263,52.58204362237279,0
fico,-701.0264897392539,19.26808426587857,-36.382780979460755,2.825308223493969e-287
fthb,244.45030627943478,36.29175042637843,6.735698978624013,1.6433406677758833e-11
one_unit,-825.9174371296417,64.02574394011098,-12.89977103432326,4.962883985109809e-38
cltv,329.8850581496896,9.97024941951631,33.08694138623599,2.5637631658056323e-238
dti,-114.84993861311432,8.970631833034137,-12.802881753566362,1.731889418451906e-37
one_borrower,657.5859662216815,21.469650035813302,30.62862995553114,9.828286703868367e-205
occupancy_i,2004.0211118483624,35.95155206505231,55.74226971403623,0
occupancy_s,962.0613502682728,50.66611479548824,18.98825978963643,3.3152428806212896e-80
property_co,14.848119758592071,33.98582575440097,0.43689154019361515,0.6621912848824745
property_pu,-916.8475905007381,30.76710020006405,-29.799610120515336,5.618497007002362e-194
purpose_c,980.0579670066975,30.843103985588094,31.775594553150174,4.3315796607598445e-220
purpose_n,536.6170644880063,31.858857510772985,16.843575269657762,1.537707139448945e-63
term_frm180,-277.49773555777597,447.4339868420893,-0.6201981604399486,0.5351292462235497
term_frm240,-753.2916223667451,80.97455899009226,-9.302818462511354,1.4036220307013347e-20
region_west,-1379.7799602494435,29.491116252151645,-46.78629145306685,0
region_south,-798.7623036713338,27.865180269019604,-28.66524802494799,1.0062787906689677e-179
region_northeast,132.99464613061141,39.02751262805859,3.4077151520795548,6.554417523767663e-4
(Intercept),9588.14880002319,176.58308106014556,54.29823028604531,0
fico,-699.2732624930698,19.40473961338749,-36.036209525359226,6.458118158933643e-282
fthb,182.88198501787187,36.202889855835366,5.051585266980946,4.3919976316829645e-7
one_unit,-893.5665322692547,64.36971076985084,-13.881785727826804,9.272557306676179e-44
cltv,296.5379542412302,9.995969642778887,29.66575178181438,2.8812356819012905e-192
dti,-99.85194282794959,8.993937125132923,-11.102139301032066,1.2904035368024993e-28
one_borrower,657.9964304670485,21.540285319980743,30.547247666060013,1.1512963408865969e-203
occupancy_i,1870.8719053642365,36.240166473946815,51.62426355599699,0
occupancy_s,910.7370358594113,51.28088029632629,17.75977772995944,2.0303058111314394e-70
property_co,69.95225789138522,34.60428961087026,2.0214909387826614,0.0432325691582551
property_pu,-958.0165335801198,30.769435947104427,-31.13532972222958,1.8893579744627248e-211
purpose_c,884.8937757983117,31.114540774726674,28.439879032927333,5.891294593179454e-177
purpose_n,442.5777742223071,32.0953150335192,13.78948216461171,3.336214709569602e-43
term_frm180,-327.8347615895741,368.86737160732923,-0.8887605324402733,0.3741346860532686
term_frm240,-932.8148108576011,81.59914021101369,-11.431674505948974,3.0799065489924804e-30
region_west,-1385.3287094581765,29.689484334785824,-46.66058506900538,0
region_south,-815.8346327410851,28.030904819350692,-29.104826904406117,3.495113352634143e-185
region_northeast,18.14450020877607,39.12659193643634,0.4637383250310422,0.6428366022598182
(Intercept),9108.990401444249,175.4487419702153,51.91824289621078,0
fico,-681.5402429115591,19.320310976679146,-35.27584228505545,2.479415058976909e-270
fthb,236.01839655168249,36.23576046240843,6.513410883056583,7.393302414384478e-11
one_unit,-907.5893211199372,62.61512576431664,-14.494729668612402,1.5207296170664882e-47
cltv,325.4088654558819,10.04605876127243,32.391694413567784,1.4517138469144966e-228
dti,-98.3660888591433,9.037956856073304,-10.883664353082578,1.4472218434819157e-27
one_borrower,678.6508557804997,21.60015244623925,31.418799356606296,2.9667525847873864e-215
occupancy_i,1961.3831956320726,36.10367187862349,54.32641871513855,0
occupancy_s,891.3329694528846,51.25621149214363,17.389755182930465,1.3461316919630527e-67
