term,estimate,std.error,statistic,p.value
property_co,-5.975412316405024,34.19502959704402,-0.17474505467079834,0.8612804429446943
property_pu,-963.1110390025613,30.7979819293139,-31.271887918274942,2.8050993028370728e-213
purpose_c,1017.1964720150289,31.08223413466821,32.725976762412905,3.144807558310231e-233
purpose_n,551.0114562972527,31.905163401435157,17.270290998492964,1.065454835109586e-66
term_frm180,-1234.198541870493,418.1205995539145,-2.95177645680992,0.003160508882327909
term_frm240,-807.173091313761,81.03229572939316,-9.961128264331922,2.332800875981623e-23
region_west,-1334.1229757910442,29.53222612804417,-45.1751578091888,0
region_south,-757.9616743934935,27.952685336874374,-27.11588046940207,3.9611270422031484e-161
region_northeast,212.51334257637376,39.10101493105596,5.434982773492797,5.4974646330088495e-8
(Intercept),9697.122425004787,176.54573760535996,54.92696995427422,0
fico,-708.4425530734874,19.335899358393057,-36.63871744170909,2.8960239893317695e-291
fthb,225.84954363001813,35.98115699565544,6.276883860552022,3.4733691021262476e-10
one_unit,-983.1146162842742,63.71571869732911,-15.42970300553928,1.2535444273734752e-53
cltv,313.0824942471017,10.036429436197832,31.19460922207299,3.044958216496512e-212
dti,-130.13618032306067,8.969716072247564,-14.508394610806462,1.246898225291375e-47
one_borrower,687.3642463788292,21.485854496889594,31.991478229471195,4.84211411853775e-223
occupancy_i,1908.5992512920373,36.084006064871964,52.89321944633171,0
occupancy_s,877.8765600553612,50.644322160634026,17.33415558946383,3.531762020263906e-67
property_co,50.11852923478737,34.13880065082578,1.4680811358138635,0.14208644413935673
property_pu,-950.7479132314518,30.489086112056246,-31.1832210954824,4.325001019366788e-212
purpose_c,947.7681776185833,30.886151389611484,30.685861947091404,1.734813485717841e-205
purpose_n,480.02236278056057,31.83015280500666,15.08074327261968,2.5860955850741275e-51
term_frm180,47.56242411589981,441.4890570803911,0.10773183016230259,0.9142087122971159
term_frm240,-846.946020743835,78.30022450453095,-10.816648689108488,3.009231670023432e-27
region_west,-1370.2171783796944,29.51884454882948,-46.418387959362995,0
region_south,-838.1627461813875,27.83619726612823,-30.11053335224365,5.6083556692722496e-198
region_northeast,37.05355737215751,38.920700891658015,0.9520269810993899,0.34108641440029275
(Intercept),9411.568092026277,175.6931395130219,53.568216255414555,0
fico,-727.5482427646281,19.22820949266384,-37.83754504246536,2.6164505013911e-310
fthb,182.26652658888423,35.99058418159477,5.064283637888088,4.1092283997041304e-7
one_unit,-755.4640249375514,63.249706251754894,-11.944150727444535,7.469213157866266e-33
cltv,320.85244491424515,10.020314116617904,32.02019828721104,1.953914592115457e-223
dti,-117.80932513323549,9.003865621891265,-13.084305128544289,4.4752303596846806e-39
one_borrower,670.5010461495042,21.506099522168153,31.177250224214863,5.198421630219269e-212
occupancy_i,1873.441566692478,35.95758337581327,52.10143148698478,0
occupancy_s,977.575508257869,50.76170858121621,19.258128529968545,1.924013845161283e-82
property_co,52.788936325449356,34.17316142280355,1.54474839691664,0.1224114185290245
property_pu,-952.7369072621336,30.653802974105083,-31.08054514694186,1.0177337974831102e-210
purpose_c,1032.7803502662978,30.913565495800796,33.408645483051366,6.730720720571012e-243
purpose_n,524.8874346636218,31.861677103837398,16.473942440412362,7.254628162140373e-61
term_frm180,64.38671111869537,518.7316215198,0.12412335868411625,0.9012179414414561
term_frm240,-833.1314915883958,81.07699392306934,-10.275806382004252,9.41317349838417e-25
region_west,-1354.3562798050712,29.518740727713645,-45.88123498552684,0
region_south,-770.013976531613,27.820254292376713,-27.678178942548765,9.244914526218885e-168
region_northeast,99.97503024594835,38.96531996985878,2.5657438543628794,0.01029743739743073
(Intercept),9646.188559407394,175.68160724851006,54.90721943226759,0
fico,-704.8019137950488,19.259243262964247,-36.59551438089944,1.3711797748211125e-290
fthb,191.47293331989758,36.028088679506276,5.314545965043448,1.0723288746074507e-7
one_unit,-1008.6510310170542,64.37911367261603,-15.66736435897981,3.104356960460855e-55
cltv,313.60416287656807,9.985019733325268,31.407465508546352,4.2171529158271094e-215
dti,-112.66572882925213,8.97929325374165,-12.547282469286165,4.478172552554901e-36
one_borrower,633.2052323027748,21.536157337820654,29.40195980045026,6.418072274091301e-189
occupancy_i,1894.7950616287987,36.10540178605177,52.47954510676005,0
occupancy_s,935.7061415829572,51.782176030357505,18.070042885690935,7.881239875530601e-73
property_co,60.97504528329323,34.41170283138343,1.7719275788841249,0.07641070235708741
property_pu,-914.9414990612019,30.631861507042306,-29.868948671332156,7.259630206058419e-195
purpose_c,949.7206623056607,30.942986693715365,30.69259834890316,1.4141831146990473e-205
purpose_n,496.4263417776802,31.92744831209703,15.54857553679254,1.9851655755769935e-54
term_frm180,-717.653928309415,396.3527287849417,-1.8106446006047539,0.07019994568336452
term_frm240,-884.4384272159361,80.18189587055669,-11.030400536347354,2.8687928856176446e-28
region_west,-1392.7201505197709,29.524261847135836,-47.17205658623026,0
region_south,-878.2417077922049,27.930088036045934,-31.44428713073751,1.344638564369103e-215
region_northeast,141.29193601586636,38.82917113611921,3.6388089645425232,2.7408847865076146e-4
(Intercept),9309.425848670186,175.440779395856,53.06306709721605,0
fico,-679.9050378792964,19.268332360611637,-35.28613816466855,1.7341347495380983e-270
fthb,220.5260230770449,36.11190255288938,6.106740644696389,1.021914911386824e-9
one_unit,-943.3025970571651,62.78114963437684,-15.025252047003683,5.968804191898113e-51
cltv,319.22142347097486,10.050791318571429,31.760824929389486,6.884474153527588e-220
dti,-107.76365116146168,8.95020271681597,-12.040358701484088,2.342883814739424e-33
one_borrower,674.4608290812495,21.50457658093061,31.36359493259375,1.6433361290865426e-214
occupancy_i,1970.1181106328133,35.79711571453663,55.035666178903355,0
occupancy_s,922.6997139989757,52.043352895646166,17.729444062705014,3.475894263934221e-70
property_co,21.59476502191504,34.158470837460506,0.632193552359866,0.5272623671230895
property_pu,-945.2062359119687,30.59030095981582,-30.89888645272288,2.6523957837605624e-208
purpose_c,932.4860791392326,30.99564364472512,30.08442379282304,1.2199829056005021e-197
purpose_n,502.76455042898516,31.841985851322708,15.789359142878347,4.5510176645303965e-56
term_frm180,-616.5151434525783,479.406268431298,-1.2859972512873576,0.198448053068309
term_frm240,-774.178228454439,80.30908492671382,-9.63998318696965,5.583825605272609e-22
region_west,-1382.664066733957,29.443685497123994,-46.959612677190606,0
region_south,-820.1972118949777,27.760291271490935,-29.54569906610807,9.700618282780582e-191
region_northeast,24.75013094615443,39.10840599331934,0.6328596197549538,0.5268272788217067
(Intercept),9464.672394484407,175.20699048499785,54.019947310805634,0
fico,-685.7043875585023,19.199183571966135,-35.71528888133243,5.350726863668555e-277
fthb,263.48846554377417,35.93788719164746,7.331773961520283,2.2944034640828523e-13
one_unit,-837.7969532741009,62.919423742958834,-13.315394570311156,2.0974173912426674e-40
cltv,294.4458126708915,9.9064805372476,29.722544910253248,5.43246677390188e-193
dti,-119.83017663162137,8.939862642924501,-13.404028833313403,6.39471945827139e-41
one_borrower,656.2195741072269,21.498950833876712,30.523330146566817,2.3699826200093217e-203
occupancy_i,2014.0182954827922,35.944165467859165,56.03185577597296,0
occupancy_s,934.3688868027248,51.12352386654997,18.27669174843561,1.8534218152209735e-74
property_co,39.54147605487482,34.15670721498008,1.157648944495831,0.24701107106844403
property_pu,-918.6280524888053,30.731833542722853,-29.89174242440643,3.7010913048124145e-195
purpose_c,961.0761432240989,30.846304209235875,31.156930071912388,9.71911711687925e-212
purpose_n,513.4709471477224,31.839148049107255,16.127031613903995,2.073989012190532e-58
term_frm180,-877.1535055476165,425.88486617144315,-2.059602430659069,0.03944006064686845
term_frm240,-897.7339591871973,81.08546128785444,-11.071454055126233,1.817224954875385e-28
region_west,-1393.3090967116455,29.411959295205516,-47.37219587199588,0
region_south,-806.7367608819171,27.841710368462124,-28.97583338830194,1.4251750959000126e-183
region_northeast,109.28425626986953,38.884493719480496,2.810484226907136,0.004948002946823425
